questions,code_answers
Escribe una función que tome una lista de números y devuelva la suma de todos los números pares en la lista.,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
リストの数値を受け取り、リスト内のすべての偶数の合計を返す関数を作成してください。,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
"Напишите функцию, которая принимает список чисел и возвращает сумму всех четных чисел в списке.","def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
Write a Python program to check if a number is even or odd.,"def check_even_odd(number):
    if number % 2 == 0:
        return ""Even""
    else:
        return ""Odd"""
编写一个Python程序来检查一个数字是偶数还是奇数。,"def check_even_odd(number):
    if number % 2 == 0:
        return ""Even""
    else:
        return ""Odd"""
Escribe un programa en Python para verificar si un número es par o impar.,"def check_even_odd(number):
    if number % 2 == 0:
        return ""Even""
    else:
        return ""Odd"""
Pythonプログラムを作成して、数字が偶数か奇数かをチェックします。,"def check_even_odd(number):
    if number % 2 == 0:
        return ""Even""
    else:
        return ""Odd"""
"Напишите программу на Python для проверки, является ли число четным или нечетным.","def check_even_odd(number):
    if number % 2 == 0:
        return ""Even""
    else:
        return ""Odd"""
Write a Python program to count the number of occurrences of a given element in a list.,"def count_occurrences(lst, element):
    count = 0
    for item in lst:
        if item == element:
            count += 1
    return count"
Escribe un programa en Python para contar el número de ocurrencias de un elemento dado en una lista.,"def count_occurrences(lst, element):
    count = 0
    for item in lst:
        if item == element:
            count += 1
    return count"
Напишите программу на Python для подсчета количества вхождений заданного элемента в список.,"def count_occurrences(lst, element):
    count = 0
    for item in lst:
        if item == element:
            count += 1
    return count"
Write a Python program to swap the values of two variables.,"def swap_variables(a, b):
    temp = a
    a = b
    b = temp
    return a, b"
编写一个Python程序来交换两个变量的值。,"def swap_variables(a, b):
    temp = a
    a = b
    b = temp
    return a, b"
दो चरों के मानों को बदलने के लिए एक पायथन प्रोग्राम लिखें।,"def swap_variables(a, b):
    temp = a
    a = b
    b = temp
    return a, b"
Escribe un programa en Python para intercambiar los valores de dos variables.,"def swap_variables(a, b):
    temp = a
    a = b
    b = temp
    return a, b"
2つの変数の値を交換するためのPythonプログラムを書いてください。,"def swap_variables(a, b):
    temp = a
    a = b
    b = temp
    return a, b"
Напишите программу на Python для обмена значениями двух переменных.,"def swap_variables(a, b):
    temp = a
    a = b
    b = temp
    return a, b"
Write a Python program that prints the Fibonacci sequence up to a given number N.,"def fibonacci_sequence(n):
    sequence = [0, 1]  # Initialize the sequence with the first two numbers
    
    while sequence[-1] < n:
        next_number = sequence[-1] + sequence[-2]  # Calculate the next number in the sequence
        sequence.append(next_number)  # Add the next number to the sequence
    
    return sequence"
编写一个Python程序，打印出斐波那契数列，直到给定的数字N。,"def fibonacci_sequence(n):
    sequence = [0, 1]  # Initialize the sequence with the first two numbers
    
    while sequence[-1] < n:
        next_number = sequence[-1] + sequence[-2]  # Calculate the next number in the sequence
        sequence.append(next_number)  # Add the next number to the sequence
    
    return sequence"
एक पायथन प्रोग्राम लिखें जो एक दिए गए संख्या N तक फिबोनाची अनुक्रम को प्रिंट करता है।,"def fibonacci_sequence(n):
    sequence = [0, 1]  # Initialize the sequence with the first two numbers
    
    while sequence[-1] < n:
        next_number = sequence[-1] + sequence[-2]  # Calculate the next number in the sequence
        sequence.append(next_number)  # Add the next number to the sequence
    
    return sequence"
Escribe un programa en Python que imprima la secuencia de Fibonacci hasta un número dado N.,"def fibonacci_sequence(n):
    sequence = [0, 1]  # Initialize the sequence with the first two numbers
    
    while sequence[-1] < n:
        next_number = sequence[-1] + sequence[-2]  # Calculate the next number in the sequence
        sequence.append(next_number)  # Add the next number to the sequence
    
    return sequence"
"Напишите программу на Python, которая печатает последовательность Фибоначчи до заданного числа N.","def fibonacci_sequence(n):
    sequence = [0, 1]  # Initialize the sequence with the first two numbers
    
    while sequence[-1] < n:
        next_number = sequence[-1] + sequence[-2]  # Calculate the next number in the sequence
        sequence.append(next_number)  # Add the next number to the sequence
    
    return sequence"
Write a Python function that calculates the factorial of a given number.,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
एक पायथन फंक्शन लिखें जो दिए गए नंबर का फैक्टोरियल (गुणांक) निर्धारित करता है।,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
Write a Python code to find the factorial of a given number.,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
编写一个Python代码来找到给定数字的阶乘。,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
एक दिए गए नंबर के फैक्टोरियल को ढूंढने के लिए एक पायथन कोड लिखें।,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
Escribe un código en Python para encontrar el factorial de un número dado.,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
Напишите код на Python для нахождения факториала заданного числа.,"def factorial(n):
    if n == 0:
        return 1
    else:
        return n * factorial(n-1)"
Write a program to find the maximum difference between two numbers in a given list.,"def max_difference(numbers):
    if len(numbers) < 2:
        return None"
编写一个程序，在给定的列表中找到两个数字之间的最大差值。,"def max_difference(numbers):
    if len(numbers) < 2:
        return None"
एक दिए गए सूची में दो नंबरों के बीच का अधिकतम अंतर ढूंढ़ने के लिए एक प्रोग्राम लिखें।,"def max_difference(numbers):
    if len(numbers) < 2:
        return None"
Escribe un programa para encontrar la diferencia máxima entre dos números en una lista dada.,"def max_difference(numbers):
    if len(numbers) < 2:
        return None"
与えられたリスト内の2つの数の最大の差を見つけるプログラムを作成してください。,"def max_difference(numbers):
    if len(numbers) < 2:
        return None"
Напишите программу для нахождения максимальной разницы между двумя числами в заданном списке.,"def max_difference(numbers):
    if len(numbers) < 2:
        return None"
Write a Python program to check if a number is prime or not.,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
Escribe un programa en Python para verificar si un número es primo o no.,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
"Напишите программу на Python для проверки, является ли число простым или нет.","def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
Write a Python program to reverse a string without using any built-in functions.,"def reverse_string(string):
    reversed_string = """"
    for i in range(len(string)-1, -1, -1):
        reversed_string += string[i]
    return reversed_string"
编写一个Python程序，反转一个字符串，不使用任何内置函数。,"def reverse_string(string):
    reversed_string = """"
    for i in range(len(string)-1, -1, -1):
        reversed_string += string[i]
    return reversed_string"
Escribe un programa en Python para invertir una cadena sin usar ninguna función incorporada.,"def reverse_string(string):
    reversed_string = """"
    for i in range(len(string)-1, -1, -1):
        reversed_string += string[i]
    return reversed_string"
Напишите программу на Python для обращения строки без использования встроенных функций.,"def reverse_string(string):
    reversed_string = """"
    for i in range(len(string)-1, -1, -1):
        reversed_string += string[i]
    return reversed_string"
Write a program to check if a given number is a power of 3 or not.,"def is_power_of_three(n):
    while n > 1:
        if n % 3 != 0:
            return False
        n = n // 3
    return n == 1"
编写一个程序来检查给定的数字是否是3的幂。,"def is_power_of_three(n):
    while n > 1:
        if n % 3 != 0:
            return False
        n = n // 3
    return n == 1"
एक दिए गए नंबर को चेक करने के लिए एक प्रोग्राम लिखें जो कि यह जांचे कि वह 3 की शक्ति है या नहीं।,"def is_power_of_three(n):
    while n > 1:
        if n % 3 != 0:
            return False
        n = n // 3
    return n == 1"
Escribe un programa para verificar si un número dado es una potencia de 3 o no.,"def is_power_of_three(n):
    while n > 1:
        if n % 3 != 0:
            return False
        n = n // 3
    return n == 1"
"Напишите программу для проверки, является ли заданное число степенью числа 3 или нет.","def is_power_of_three(n):
    while n > 1:
        if n % 3 != 0:
            return False
        n = n // 3
    return n == 1"
Write a program to check if a given string is a pangram or not ignoring case.,"def is_pangram(string):
    # Convert the string to lowercase
    string = string.lower()
    
    # Create a set to store the letters
    letters = set()
    
    # Iterate over each character in the string
    for char in string:
        # Check if the character is a letter
        if char.isalpha():
            # Add the letter to the set
            letters.add(char)
    
    # Check if the set contains all the letters of the alphabet
    return len(letters) == 26"
"Escribe un programa para verificar si una cadena dada es un pangrama o no, ignorando mayúsculas y minúsculas.","def is_pangram(string):
    # Convert the string to lowercase
    string = string.lower()
    
    # Create a set to store the letters
    letters = set()
    
    # Iterate over each character in the string
    for char in string:
        # Check if the character is a letter
        if char.isalpha():
            # Add the letter to the set
            letters.add(char)
    
    # Check if the set contains all the letters of the alphabet
    return len(letters) == 26"
Write a Python function that takes in a list of numbers and returns the sum of all even numbers in the list.,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
编写一个Python函数，该函数接受一个数字列表，并返回列表中所有偶数的和。,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
एक पायथन फंक्शन लिखें जो एक संख्या की सूची लेता है और सूची में सभी सम्पूर्ण संख्याओं का योग लौटाता है।,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
Escribe una función en Python que tome una lista de números y devuelva la suma de todos los números pares en la lista.,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
リストの数値を受け取り、リスト内のすべての偶数の合計を返すPythonの関数を作成してください。,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
"Напишите функцию на Python, которая принимает список чисел и возвращает сумму всех четных чисел в списке.","def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
Write a program to check if a given number is even or odd.,"def check_even_odd(number):
    if number % 2 == 0:
        return ""Even""
    else:
        return ""Odd"""
编写一个程序来检查给定的数字是偶数还是奇数。,"def check_even_odd(number):
    if number % 2 == 0:
        return ""Even""
    else:
        return ""Odd"""
Escribe un programa para verificar si un número dado es par o impar.,"def check_even_odd(number):
    if number % 2 == 0:
        return ""Even""
    else:
        return ""Odd"""
"Напишите программу для проверки, является ли заданное число четным или нечетным.","def check_even_odd(number):
    if number % 2 == 0:
        return ""Even""
    else:
        return ""Odd"""
Write a program to check if a given number is a perfect number or not.,"def is_perfect_number(num):
    # Check if the number is positive
    if num <= 0:
        return False
    
    # Find the sum of proper divisors
    divisors_sum = 0
    for i in range(1, num):
        if num % i == 0:
            divisors_sum += i
    
    # Check if the sum of proper divisors is equal to the number
    if divisors_sum == num:
        return True
    else:
        return False"
एक दिए गए नंबर को परफेक्ट नंबर है या नहीं यह जांचने के लिए एक प्रोग्राम लिखें।,"def is_perfect_number(num):
    # Check if the number is positive
    if num <= 0:
        return False
    
    # Find the sum of proper divisors
    divisors_sum = 0
    for i in range(1, num):
        if num % i == 0:
            divisors_sum += i
    
    # Check if the sum of proper divisors is equal to the number
    if divisors_sum == num:
        return True
    else:
        return False"
Escribe un programa para verificar si un número dado es un número perfecto o no.,"def is_perfect_number(num):
    # Check if the number is positive
    if num <= 0:
        return False
    
    # Find the sum of proper divisors
    divisors_sum = 0
    for i in range(1, num):
        if num % i == 0:
            divisors_sum += i
    
    # Check if the sum of proper divisors is equal to the number
    if divisors_sum == num:
        return True
    else:
        return False"
Write a program that finds the sum of all even numbers in a given list.,"def sum_of_even_numbers(numbers):
    sum = 0
    for num in numbers:
        if num % 2 == 0:
            sum += num
    return sum"
编写一个程序，找到给定列表中所有偶数的和。,"def sum_of_even_numbers(numbers):
    sum = 0
    for num in numbers:
        if num % 2 == 0:
            sum += num
    return sum"
Escribe un programa que encuentre la suma de todos los números pares en una lista dada.,"def sum_of_even_numbers(numbers):
    sum = 0
    for num in numbers:
        if num % 2 == 0:
            sum += num
    return sum"
"Напишите программу, которая находит сумму всех четных чисел в заданном списке.","def sum_of_even_numbers(numbers):
    sum = 0
    for num in numbers:
        if num % 2 == 0:
            sum += num
    return sum"
"Write a Python function that takes a list of integers as input and returns a new list containing only the even numbers from the original list, in the same order.","def get_even_numbers(numbers):
    even_numbers = []
    for num in numbers:
        if num % 2 == 0:
            even_numbers.append(num)
    return even_numbers"
编写一个Python函数，该函数以整数列表作为输入，并返回一个新列表，其中只包含原始列表中的偶数，顺序不变。,"def get_even_numbers(numbers):
    even_numbers = []
    for num in numbers:
        if num % 2 == 0:
            even_numbers.append(num)
    return even_numbers"
"Escribe una función en Python que tome una lista de enteros como entrada y devuelva una nueva lista que contenga solo los números pares de la lista original, en el mismo orden.","def get_even_numbers(numbers):
    even_numbers = []
    for num in numbers:
        if num % 2 == 0:
            even_numbers.append(num)
    return even_numbers"
整数のリストを入力として受け取り、元のリストから偶数のみを含む新しいリストを同じ順序で返すPythonの関数を書いてください。,"def get_even_numbers(numbers):
    even_numbers = []
    for num in numbers:
        if num % 2 == 0:
            even_numbers.append(num)
    return even_numbers"
"Напишите функцию на Python, которая принимает список целых чисел в качестве входных данных и возвращает новый список, содержащий только четные числа из исходного списка в том же порядке.","def get_even_numbers(numbers):
    even_numbers = []
    for num in numbers:
        if num % 2 == 0:
            even_numbers.append(num)
    return even_numbers"
Write a program to generate the factorial of a given number using iterative approach.,"def factorial_iterative(n):
    result = 1
    for i in range(1, n+1):
        result *= i
    return result"
编写一个程序，使用迭代方法生成给定数字的阶乘。,"def factorial_iterative(n):
    result = 1
    for i in range(1, n+1):
        result *= i
    return result"
Escribe un programa para generar el factorial de un número dado utilizando un enfoque iterativo.,"def factorial_iterative(n):
    result = 1
    for i in range(1, n+1):
        result *= i
    return result"
Напишите программу для генерации факториала заданного числа с использованием итеративного подхода.,"def factorial_iterative(n):
    result = 1
    for i in range(1, n+1):
        result *= i
    return result"
Write a program to remove all duplicates from a given list.,"def remove_duplicates(lst):
    return list(set(lst))"
एक दिए गए सूची से सभी डुप्लिकेट को हटाने के लिए एक प्रोग्राम लिखें।,"def remove_duplicates(lst):
    return list(set(lst))"
Escribe un programa para eliminar todos los duplicados de una lista dada.,"def remove_duplicates(lst):
    return list(set(lst))"
Напишите программу для удаления всех дубликатов из заданного списка.,"def remove_duplicates(lst):
    return list(set(lst))"
Write a Python program to check whether a given number is prime or not.,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
एक पायथन प्रोग्राम लिखें जो दिए गए नंबर को प्राइम है या नहीं यह जांचेगा।,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
Escribe un programa en Python para verificar si un número dado es primo o no.,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
"Напишите программу на Python, чтобы проверить, является ли заданное число простым или нет.","def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
Write a Python program to find the sum of the digits of a given number until the sum becomes a single digit.,"def get_digit_sum(n):
    # Calculate the sum of the digits
    digit_sum = sum(int(digit) for digit in str(n))
    
    # If the sum is a single digit, return it
    if digit_sum < 10:
        return digit_sum
    
    # Otherwise, recursively call the function with the new sum
    return get_digit_sum(digit_sum)"
编写一个Python程序，找到给定数字的各位数字之和，直到和变成个位数为止。,"def get_digit_sum(n):
    # Calculate the sum of the digits
    digit_sum = sum(int(digit) for digit in str(n))
    
    # If the sum is a single digit, return it
    if digit_sum < 10:
        return digit_sum
    
    # Otherwise, recursively call the function with the new sum
    return get_digit_sum(digit_sum)"
एक दिए गए नंबर के अंकों के योग को ढूंढने के लिए एक पायथन प्रोग्राम लिखें जब तक योग एकल अंक नहीं बन जाता है।,"def get_digit_sum(n):
    # Calculate the sum of the digits
    digit_sum = sum(int(digit) for digit in str(n))
    
    # If the sum is a single digit, return it
    if digit_sum < 10:
        return digit_sum
    
    # Otherwise, recursively call the function with the new sum
    return get_digit_sum(digit_sum)"
Escribe un programa en Python para encontrar la suma de los dígitos de un número dado hasta que la suma se convierta en un solo dígito.,"def get_digit_sum(n):
    # Calculate the sum of the digits
    digit_sum = sum(int(digit) for digit in str(n))
    
    # If the sum is a single digit, return it
    if digit_sum < 10:
        return digit_sum
    
    # Otherwise, recursively call the function with the new sum
    return get_digit_sum(digit_sum)"
"Напишите программу на Python для нахождения суммы цифр заданного числа до тех пор, пока сумма не станет однозначным числом.","def get_digit_sum(n):
    # Calculate the sum of the digits
    digit_sum = sum(int(digit) for digit in str(n))
    
    # If the sum is a single digit, return it
    if digit_sum < 10:
        return digit_sum
    
    # Otherwise, recursively call the function with the new sum
    return get_digit_sum(digit_sum)"
Write a program to sort a given list of numbers in descending order.,"def sort_descending(numbers):
    numbers.sort(reverse=True)
    return numbers"
编写一个程序，将给定的数字列表按降序排序。,"def sort_descending(numbers):
    numbers.sort(reverse=True)
    return numbers"
एक दिए गए संख्या सूची को अवरोही क्रम में क्रमबद्ध करने के लिए एक प्रोग्राम लिखें।,"def sort_descending(numbers):
    numbers.sort(reverse=True)
    return numbers"
Escribe un programa para ordenar una lista dada de números en orden descendente.,"def sort_descending(numbers):
    numbers.sort(reverse=True)
    return numbers"
Напишите программу для сортировки заданного списка чисел в порядке убывания.,"def sort_descending(numbers):
    numbers.sort(reverse=True)
    return numbers"
Write a program that takes a list of integers as input and returns the sum of all the even integers in the list.,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
एक प्रोग्राम लिखें जो एक पूर्णांकों की सूची को इनपुट के रूप में लेता है और सूची में सभी सम्मिलित पूर्णांकों का योग लौटाता है।,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
Escribe un programa que tome una lista de enteros como entrada y devuelva la suma de todos los enteros pares en la lista.,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
整数のリストを入力として受け取り、リスト内のすべての偶数の合計を返すプログラムを作成してください。,"def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
"Напишите программу, которая принимает список целых чисел в качестве входных данных и возвращает сумму всех четных чисел в списке.","def sum_even_numbers(numbers):
    sum_even = 0
    for num in numbers:
        if num % 2 == 0:
            sum_even += num
    return sum_even"
Write a Python program that takes a string as input and counts the number of vowels in the string.,"def count_vowels(string):
    vowels = 'aeiouAEIOU'
    count = 0
    for char in string:
        if char in vowels:
            count += 1
    return count"
编写一个Python程序，接受一个字符串作为输入，并计算字符串中元音字母的数量。,"def count_vowels(string):
    vowels = 'aeiouAEIOU'
    count = 0
    for char in string:
        if char in vowels:
            count += 1
    return count"
एक पायथन प्रोग्राम लिखें जो एक स्ट्रिंग को इनपुट के रूप में लेता है और स्ट्रिंग में मौखिकों की संख्या की गणना करता है।,"def count_vowels(string):
    vowels = 'aeiouAEIOU'
    count = 0
    for char in string:
        if char in vowels:
            count += 1
    return count"
Escribe un programa en Python que tome una cadena como entrada y cuente el número de vocales en la cadena.,"def count_vowels(string):
    vowels = 'aeiouAEIOU'
    count = 0
    for char in string:
        if char in vowels:
            count += 1
    return count"
Pythonプログラムを作成し、文字列を入力として受け取り、文字列内の母音の数を数える。,"def count_vowels(string):
    vowels = 'aeiouAEIOU'
    count = 0
    for char in string:
        if char in vowels:
            count += 1
    return count"
"Напишите программу на Python, которая принимает строку в качестве входных данных и подсчитывает количество гласных в строке.","def count_vowels(string):
    vowels = 'aeiouAEIOU'
    count = 0
    for char in string:
        if char in vowels:
            count += 1
    return count"
Write a function that takes a list of numbers as input and returns a new list containing only the even numbers from the original list in the same order.,"def get_even_numbers(numbers):
    even_numbers = []
    for num in numbers:
        if num % 2 == 0:
            even_numbers.append(num)
    return even_numbers"
编写一个函数，该函数以一个数字列表作为输入，并返回一个新列表，该列表仅包含原始列表中的偶数，并且顺序相同。,"def get_even_numbers(numbers):
    even_numbers = []
    for num in numbers:
        if num % 2 == 0:
            even_numbers.append(num)
    return even_numbers"
Escribe una función que tome una lista de números como entrada y devuelva una nueva lista que contenga solo los números pares de la lista original en el mismo orden.,"def get_even_numbers(numbers):
    even_numbers = []
    for num in numbers:
        if num % 2 == 0:
            even_numbers.append(num)
    return even_numbers"
"Напишите функцию, которая принимает список чисел в качестве входных данных и возвращает новый список, содержащий только четные числа из исходного списка в том же порядке.","def get_even_numbers(numbers):
    even_numbers = []
    for num in numbers:
        if num % 2 == 0:
            even_numbers.append(num)
    return even_numbers"
Write a Python program to calculate the sum of all even numbers between a given range.,"def sum_of_even_numbers(start, end):
    sum = 0
    for num in range(start, end+1):
        if num % 2 == 0:
            sum += num
    return sum"
编写一个Python程序来计算给定范围内所有偶数的和。,"def sum_of_even_numbers(start, end):
    sum = 0
    for num in range(start, end+1):
        if num % 2 == 0:
            sum += num
    return sum"
Escribe un programa en Python para calcular la suma de todos los números pares entre un rango dado.,"def sum_of_even_numbers(start, end):
    sum = 0
    for num in range(start, end+1):
        if num % 2 == 0:
            sum += num
    return sum"
Напишите программу на Python для вычисления суммы всех четных чисел в заданном диапазоне.,"def sum_of_even_numbers(start, end):
    sum = 0
    for num in range(start, end+1):
        if num % 2 == 0:
            sum += num
    return sum"
Write a Python program to find the maximum number among three given numbers.,"def find_maximum(a, b, c):
    return max(a, b, c)"
编写一个Python程序，找出三个给定数字中的最大数。,"def find_maximum(a, b, c):
    return max(a, b, c)"
Escribe un programa en Python para encontrar el número máximo entre tres números dados.,"def find_maximum(a, b, c):
    return max(a, b, c)"
3つの与えられた数の中で最大の数を見つけるためのPythonプログラムを書いてください。,"def find_maximum(a, b, c):
    return max(a, b, c)"
Напишите программу на Python для поиска максимального числа среди трех заданных чисел.,"def find_maximum(a, b, c):
    return max(a, b, c)"
Write a Python program to find the sum of all the prime numbers in a given range.,"def is_prime(num):
    if num < 2:
        return False
    for i in range(2, int(num ** 0.5) + 1):
        if num % i == 0:
            return False
    return True"
编写一个Python程序，找到给定范围内所有质数的和。,"def is_prime(num):
    if num < 2:
        return False
    for i in range(2, int(num ** 0.5) + 1):
        if num % i == 0:
            return False
    return True"
Escribe un programa en Python para encontrar la suma de todos los números primos en un rango dado.,"def is_prime(num):
    if num < 2:
        return False
    for i in range(2, int(num ** 0.5) + 1):
        if num % i == 0:
            return False
    return True"
Напишите программу на Python для нахождения суммы всех простых чисел в заданном диапазоне.,"def is_prime(num):
    if num < 2:
        return False
    for i in range(2, int(num ** 0.5) + 1):
        if num % i == 0:
            return False
    return True"
Write a Python program to find the largest number in a list of numbers.,"def find_largest_number(numbers):
    largest = numbers[0]
    for number in numbers:
        if number > largest:
            largest = number
    return largest"
编写一个Python程序，找到一个数字列表中的最大数。,"def find_largest_number(numbers):
    largest = numbers[0]
    for number in numbers:
        if number > largest:
            largest = number
    return largest"
Escribe un programa en Python para encontrar el número más grande en una lista de números.,"def find_largest_number(numbers):
    largest = numbers[0]
    for number in numbers:
        if number > largest:
            largest = number
    return largest"
Напишите программу на Python для поиска наибольшего числа в списке чисел.,"def find_largest_number(numbers):
    largest = numbers[0]
    for number in numbers:
        if number > largest:
            largest = number
    return largest"
Write a Python program to find the largest element in an array.,"def find_largest(arr):
    largest = arr[0]
    for num in arr:
        if num > largest:
            largest = num
    return largest"
编写一个Python程序来找到数组中的最大元素。,"def find_largest(arr):
    largest = arr[0]
    for num in arr:
        if num > largest:
            largest = num
    return largest"
एक एरे में सबसे बड़ा तत्व ढूंढ़ने के लिए एक पायथन प्रोग्राम लिखें।,"def find_largest(arr):
    largest = arr[0]
    for num in arr:
        if num > largest:
            largest = num
    return largest"
Напишите программу на Python для поиска наибольшего элемента в массиве.,"def find_largest(arr):
    largest = arr[0]
    for num in arr:
        if num > largest:
            largest = num
    return largest"
Write a Python program to determine whether a given number is prime or not.,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
Escribe un programa en Python para determinar si un número dado es primo o no.,"def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
"Напишите программу на Python, чтобы определить, является ли заданное число простым или нет.","def is_prime(n):
    if n <= 1:
        return False
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            return False
    return True"
Write a function that takes in a list of integers and returns the sum of all the numbers in the list.,"def sum_of_list(numbers):
    return sum(numbers)"
编写一个函数，该函数接受一个整数列表，并返回列表中所有数字的总和。,"def sum_of_list(numbers):
    return sum(numbers)"
एक फ़ंक्शन लिखें जो एक पूर्णांकों की सूची लेता है और सूची में सभी नंबरों का योग लौटाता है।,"def sum_of_list(numbers):
    return sum(numbers)"
Escribe una función que tome una lista de enteros y devuelva la suma de todos los números en la lista.,"def sum_of_list(numbers):
    return sum(numbers)"
整数のリストを受け取り、リスト内のすべての数の合計を返す関数を作成してください。,"def sum_of_list(numbers):
    return sum(numbers)"
"Напишите функцию, которая принимает список целых чисел и возвращает сумму всех чисел в списке.","def sum_of_list(numbers):
    return sum(numbers)"
Write a program to reverse a given string without using any built-in string reverse functions.,"def reverse_string(string):
    reversed_string = """"
    for i in range(len(string)-1, -1, -1):
        reversed_string += string[i]
    return reversed_string"
编写一个程序，不使用任何内置的字符串反转函数来反转给定的字符串。,"def reverse_string(string):
    reversed_string = """"
    for i in range(len(string)-1, -1, -1):
        reversed_string += string[i]
    return reversed_string"
किसी भी बिल्ट-इन स्ट्रिंग रिवर्स फंक्शन का उपयोग किए बिना दिए गए स्ट्रिंग को रिवर्स करने के लिए एक प्रोग्राम लिखें।,"def reverse_string(string):
    reversed_string = """"
    for i in range(len(string)-1, -1, -1):
        reversed_string += string[i]
    return reversed_string"
Escribe un programa para invertir una cadena dada sin usar ninguna función de inversión de cadenas incorporada.,"def reverse_string(string):
    reversed_string = """"
    for i in range(len(string)-1, -1, -1):
        reversed_string += string[i]
    return reversed_string"
Write a program to find the median of a given list of numbers.,"def find_median(numbers):
    sorted_numbers = sorted(numbers)
    length = len(sorted_numbers)
    if length % 2 == 0:
        mid1 = length // 2
        mid2 = mid1 - 1
        median = (sorted_numbers[mid1] + sorted_numbers[mid2]) / 2
    else:
        mid = length // 2
        median = sorted_numbers[mid]
    return median"
编写一个程序来找到给定数字列表的中位数。,"def find_median(numbers):
    sorted_numbers = sorted(numbers)
    length = len(sorted_numbers)
    if length % 2 == 0:
        mid1 = length // 2
        mid2 = mid1 - 1
        median = (sorted_numbers[mid1] + sorted_numbers[mid2]) / 2
    else:
        mid = length // 2
        median = sorted_numbers[mid]
    return median"
एक दिए गए संख्या सूची का मध्यक ढूंढने के लिए एक प्रोग्राम लिखें।,"def find_median(numbers):
    sorted_numbers = sorted(numbers)
    length = len(sorted_numbers)
    if length % 2 == 0:
        mid1 = length // 2
        mid2 = mid1 - 1
        median = (sorted_numbers[mid1] + sorted_numbers[mid2]) / 2
    else:
        mid = length // 2
        median = sorted_numbers[mid]
    return median"
Escribe un programa para encontrar la mediana de una lista dada de números.,"def find_median(numbers):
    sorted_numbers = sorted(numbers)
    length = len(sorted_numbers)
    if length % 2 == 0:
        mid1 = length // 2
        mid2 = mid1 - 1
        median = (sorted_numbers[mid1] + sorted_numbers[mid2]) / 2
    else:
        mid = length // 2
        median = sorted_numbers[mid]
    return median"
